tmdb_id,title,release_date,year,original_language,runtime,genres,budget,revenue,popularity,vote_average,vote_count,director,top_actors,overview,success_label,success_reason
1515395,Lego Disney Princess: Villains Unite,2025-08-24,2025,en,23,"Animation, Comedy, Fantasy, Adventure, Family",0,0,9.9197,7.8,9,Randi Rodrigues,"Jodi Benson, Anika Noni Rose, Mandy Moore","After Ariel, Moana, Tiana, Rapunzel, and Snow White thwarted Gaston's plan to take over all of their kingdoms, he calls upon Ursula, Jafar, and the Evil Queen to help take the Princesses down once and for all. The Princesses learn about Gaston's scheme and recruit a few friends of their own with the help of Magic Mirror: Aurora, Belle, and Cinderella! Together, the Princesses team up for an ultimate showdown of good versus evil.",Average/Positive,Decent user score (no financials)
11836,The SpongeBob SquarePants Movie,2004-11-19,2004,en,87,"Family, Comedy, Adventure, Animation",30000000,140161792,13.3903,7.1,3059,Stephen Hillenburg,"Tom Kenny, Clancy Brown, Rodger Bumpass","There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",Blockbuster,"Revenue >= 2x budget (140161792 >= 60000000), strong user ratings"
546554,Knives Out,2019-11-27,2019,en,131,"Comedy, Crime, Mystery",40000000,312897920,13.7976,7.843,13183,Rian Johnson,"Daniel Craig, Chris Evans, Ana de Armas","When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",Blockbuster,"Revenue >= 2x budget (312897920 >= 80000000), strong user ratings"
8839,Casper,1995-05-26,1995,en,100,"Fantasy, Comedy, Family",50000000,287928194,12.6001,6.332,4766,Brad Silberling,"Christina Ricci, Bill Pullman, Cathy Moriarty","Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits, he brings along his teenage daughter, Kat. Casper quickly falls in love with Kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics.",Hit,Revenue >= 1.2x budget and decent ratings
512200,Jumanji: The Next Level,2019-12-04,2019,en,123,"Adventure, Comedy, Fantasy",125000000,801693929,12.2297,6.887,9050,Jake Kasdan,"Dwayne Johnson, Kevin Hart, Jack Black","As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",Hit,Revenue >= 1.2x budget and decent ratings
214756,Ted 2,2015-06-25,2015,en,115,"Comedy, Fantasy",68000000,215863606,12.149,6.316,7767,Seth MacFarlane,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",Hit,Revenue >= 1.2x budget and decent ratings
1396558,Bloody Axe Wound,2024-12-27,2024,en,83,"Horror, Comedy",0,76178,11.0153,5.22,25,Matthew John Lawrence,"Sari Arambulo, Jeffrey Dean Morgan, Billy Burke","Abbie Bladecut is a teenager torn between the macabre traditions of her family’s bloody trade and the tender stirrings of her first crush. In the small town of Clover Falls, Abbie’s father Roger has built an infamous legacy by capturing real-life killings on tape and selling them to eager customers, but as Abbie delves deeper into the grisly family business, she begins to wonder if it’s time to take the family tradition in a new direction.",Unknown,Insufficient financial data
550988,Free Guy,2021-08-11,2021,en,115,"Comedy, Adventure, Science Fiction",110000000,331526598,13.3378,7.5,9345,Shawn Levy,"Ryan Reynolds, Jodie Comer, Lil Rel Howery","A bank teller discovers he is actually a background player in an open-world video game, and decides to become the hero of his own story. Now, in a world where there are no limits, he is determined to be the guy who saves his world his way before it's too late.",Blockbuster,"Revenue >= 2x budget (331526598 >= 220000000), strong user ratings"
1337562,Splitsville,2025-08-21,2025,en,105,Comedy,20000000,3255315,12.7109,6.4,75,Michael Angelo Covino,"Dakota Johnson, Adria Arjona, Kyle Marvin","After Ashley asks for a divorce, good-natured Carey runs to his friends, Julie and Paul, for support. He’s shocked to discover that the secret to their happiness is an open marriage, that is until Carey crosses the line and throws all of their relationships into chaos.",Moderate,At least broke even or decent ratings
93456,Despicable Me 2,2013-06-26,2013,en,98,"Animation, Comedy, Family",76000000,970766005,12.3327,6.936,11681,Pierre Coffin,"Steve Carell, Kristen Wiig, Benjamin Bratt",Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,Hit,Revenue >= 1.2x budget and decent ratings
1137350,The Phoenician Scheme,2025-05-23,2025,en,102,"Comedy, Adventure",30000000,40313783,11.9641,6.7,580,Wes Anderson,"Benicio del Toro, Mia Threapleton, Michael Cera","Wealthy businessman Zsa-zsa Korda appoints his only daughter, a nun, as sole heir to his estate. As Korda embarks on a new enterprise, they soon become the target of scheming tycoons, foreign terrorists, and determined assassins.",Hit,Revenue >= 1.2x budget and decent ratings
384018,Fast & Furious Presents: Hobbs & Shaw,2019-07-31,2019,en,137,"Action, Adventure, Comedy",200000000,760098996,12.1543,6.846,7523,David Leitch,"Dwayne Johnson, Jason Statham, Idris Elba","Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have traded smack talk and body blows. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, they join forces to defeat him.",Hit,Revenue >= 1.2x budget and decent ratings
2109,Rush Hour,1998-09-18,1998,en,97,"Action, Comedy, Crime",33000000,244721064,12.0689,7.1,5361,Brett Ratner,"Jackie Chan, Chris Tucker, Tom Wilkinson","When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",Blockbuster,"Revenue >= 2x budget (244721064 >= 66000000), strong user ratings"
335797,Sing,2016-11-23,2016,en,107,"Family, Comedy, Music, Animation",75000000,634151679,11.4674,7.119,8234,Garth Jennings,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane",A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,Blockbuster,"Revenue >= 2x budget (634151679 >= 150000000), strong user ratings"
7512,Idiocracy,2006-09-01,2006,en,84,"Comedy, Science Fiction, Adventure",30000000,495303,11.3287,6.354,3285,Mike Judge,"Luke Wilson, Maya Rudolph, Dax Shepard","To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",Moderate,At least broke even or decent ratings
1429739,Gold Rush Gang,2025-08-19,2025,th,120,"Action, Comedy, Drama, Western",0,0,11.5767,6.942,26,Wisit Sasanatieng,"Petchtai Wongkamlao, Thiti Mahayotaruk, Chingduang Duijkers","At the tail end of World War II, a bandit leader and his crew go up against his sworn enemy and the Japanese army to rob a train full of gold.",Average/Positive,Decent user score (no financials)
350,The Devil Wears Prada,2006-06-29,2006,en,109,"Drama, Comedy",35000000,326706115,12.3401,7.391,12559,David Frankel,"Meryl Streep, Anne Hathaway, Emily Blunt","Andy moves to New York to work in the fashion industry. Her boss is extremely demanding, cruel and won't let her succeed if she doesn't fit into the high class elegant look of their magazine.",Blockbuster,"Revenue >= 2x budget (326706115 >= 70000000), strong user ratings"
452030,Cinderella's Hot Night,2017-05-30,2017,en,80,"Fantasy, Comedy",0,0,12.3033,5.8,80,Dean McKendrick,"Karlie Montana, Christine Nguyen, Beverly Lynne","Cinderella's Hot Night presents a lively retelling of the classic fairy tale...with a slightly more mature, erotic twist. Follow the adventures of the bewildered Cindy as she falls prey to her wicked sex-crazed benefactor all the while pining for her secret love, a noble European Prince. With the help of her smoking hot Fairy Godmother, Cindy finally realizes her dream of becoming a real-life Princess.",Unknown,Insufficient financial data
616037,Thor: Love and Thunder,2022-07-06,2022,en,119,"Fantasy, Action, Comedy",250000000,760900000,13.0636,6.394,8172,Taika Waititi,"Chris Hemsworth, Natalie Portman, Christian Bale","After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",Hit,Revenue >= 1.2x budget and decent ratings
383498,Deadpool 2,2018-05-15,2018,en,120,"Action, Comedy, Adventure",110000000,785896632,12.3271,7.489,18672,David Leitch,"Ryan Reynolds, Josh Brolin, Morena Baccarin",Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,Blockbuster,"Revenue >= 2x budget (785896632 >= 220000000), strong user ratings"
1243341,Z-O-M-B-I-E-S 4: Dawn of the Vampires,2025-07-10,2025,en,89,"Music, Adventure, Romance, Comedy, Family",0,0,11.1212,6.8,121,Paul Hoen,"Milo Manheim, Meg Donnelly, Malachi Barton","A new adventure dawns for Zed and Addison when their summer road trip takes an unexpected detour, landing them in the middle of yet another monster rivalry: Daywalkers vs. Vampires. Tensions flare when Zed and Addison find themselves acting as camp counselors between the two opposing supernatural factions. With the help of Eliza and Willa, they must convince sworn enemies Nova and Victor to try to unite their warring worlds before an even greater threat endangers them all.",Average/Positive,Decent user score (no financials)
920,Cars,2006-06-08,2006,en,117,"Animation, Adventure, Comedy, Family",120000000,461983149,12.2203,7.013,14648,John Lasseter,"Owen Wilson, Paul Newman, Bonnie Hunt","Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",Blockbuster,"Revenue >= 2x budget (461983149 >= 240000000), strong user ratings"
1195506,Novocaine,2025-03-12,2025,en,110,"Action, Comedy, Thriller",18000000,34536061,11.348,6.876,1216,Dan Berk,"Jack Quaid, Amber Midthunder, Ray Nicholson","When the girl of his dreams is kidnapped, everyman Nate turns his inability to feel pain into an unexpected strength in his fight to get her back.",Hit,Revenue >= 1.2x budget and decent ratings
508442,Soul,2020-12-25,2020,en,101,"Animation, Family, Comedy, Fantasy, Drama",150000000,121977511,12.4601,8.103,10979,Pete Docter,"Jamie Foxx, Tina Fey, Graham Norton","Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",Moderate,At least broke even or decent ratings
1267,Meet the Robinsons,2007-03-23,2007,en,95,"Animation, Comedy, Family",150000000,169332978,10.6524,6.928,3018,Stephen J. Anderson,"Daniel Hansen, Jordan Fry, Wesley Singerman","Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",Moderate,At least broke even or decent ratings
1079310,Holy Cow,2024-12-11,2024,fr,92,"Drama, Comedy",0,6587495,11.0135,7.0,271,Louise Courvoisier,"Clément Faveau, Maïwène Barthélémy, Luna Garret","In the western part of the French Alps: After the drunk driving death of his father, 18-year-old Totone must look after his younger sister. He pursues a €30k Comté cheese award he has no hope of winning. Good thing Marie-Lise takes a liking for him!",Average/Positive,Decent user score (no financials)
508943,Luca,2021-06-17,2021,en,95,"Animation, Comedy, Fantasy, Adventure, Family",200000000,51074773,12.0931,7.794,8702,Enrico Casarosa,"Jacob Tremblay, Jack Dylan Grazer, Emma Berman",Luca and his best friend Alberto experience an unforgettable summer on the Italian Riviera. But all the fun is threatened by a deeply-held secret: they are sea monsters from another world just below the water’s surface.,Moderate,At least broke even or decent ratings
1064486,Memoir of a Snail,2024-10-17,2024,en,94,"Animation, Drama, Comedy",4350000,7,11.0414,8.071,673,Adam Elliot,"Sarah Snook, Kodi Smit-McPhee, Jacki Weaver","Forcibly separated from her twin brother when they are orphaned, a melancholic misfit learns how to find confidence within herself amid the clutter of misfortunes and everyday life.",Moderate,At least broke even or decent ratings
787699,Wonka,2023-12-06,2023,en,117,"Comedy, Family, Fantasy",125000000,634502312,12.0639,7.056,4094,Paul King,"Timothée Chalamet, Calah Lane, Keegan-Michael Key","Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",Blockbuster,"Revenue >= 2x budget (634502312 >= 250000000), strong user ratings"
926670,Henry Danger: The Movie,2025-01-17,2025,en,86,"Action, Comedy, Family, Science Fiction",0,0,9.8527,7.716,243,Joe Menendez,"Jace Norman, Sean Ryan Fox, Ella Anderson","Henry Hart meets a superfan—eager to fight crime with Kid Danger—who comes into possession of a device that can open up alternate realities. Facing a wild ride, Henry will need his best friend Jasper and his new superfan sidekick to find his way out or be stuck in another dimension forever.",Average/Positive,Decent user score (no financials)
1267116,Bad Man,2025-09-05,2025,en,98,"Action, Comedy, Crime",0,0,10.7995,5.8,6,Michael Diliberti,"Seann William Scott, Johnny Simmons, Lovi Poe","In Colt Lake Tennessee, Sam Evans tackles a meth epidemic. He is side-lined on arrival of Bobby Gaines, an undercover agent. Despite Evans' local ties, Gaines is hailed as hero. Suspicions arise on Gaines which unravels a complex narrative.",Unknown,Insufficient financial data
11932,Bride of Chucky,1998-10-15,1998,en,89,"Horror, Comedy",25000000,50671850,10.4422,6.11,2036,Ronny Yu,"Brad Dourif, Jennifer Tilly, Katherine Heigl","Chucky is reborn when his old flame, Tiffany, rescues his battered doll parts from a police impound.",Hit,Revenue >= 1.2x budget and decent ratings
2907,The Addams Family,1991-11-22,1991,en,100,"Comedy, Fantasy",30000000,191502426,12.1242,7.068,4849,Barry Sonnenfeld,"Raúl Juliá, Anjelica Huston, Christopher Lloyd","When a man claiming to be long-lost Uncle Fester reappears after 25 years lost, the family plans a celebration to wake the dead. But the kids barely have time to warm up the electric chair before Morticia begins to suspect Fester is fraud when he can't recall any of the details of Fester's life.",Blockbuster,"Revenue >= 2x budget (191502426 >= 60000000), strong user ratings"
82690,Wreck-It Ralph,2012-11-01,2012,en,101,"Family, Animation, Comedy, Adventure",165000000,471222889,11.904,7.351,12741,Rich Moore,"John C. Reilly, Sarah Silverman, Jack McBrayer","Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",Blockbuster,"Revenue >= 2x budget (471222889 >= 330000000), strong user ratings"
620,Ghostbusters,1984-06-08,1984,en,107,"Comedy, Fantasy",30000000,296640120,10.9539,7.495,9391,Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver","After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",Blockbuster,"Revenue >= 2x budget (296640120 >= 60000000), strong user ratings"
930564,Saltburn,2023-11-16,2023,en,131,"Drama, Comedy, Thriller",20000000,21013738,11.6332,6.969,2667,Emerald Fennell,"Barry Keoghan, Jacob Elordi, Rosamund Pike","Struggling to find his place at Oxford University, student Oliver Quick finds himself drawn into the world of the charming and aristocratic Felix Catton, who invites him to Saltburn, his eccentric family's sprawling estate, for a summer never to be forgotten.",Moderate,At least broke even or decent ratings
159824,Hotel Transylvania 2,2015-09-21,2015,en,89,"Animation, Comedy, Family, Fantasy",80000000,473200000,10.8878,6.767,5955,Genndy Tartakovsky,"Adam Sandler, Andy Samberg, Selena Gomez","When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",Hit,Revenue >= 1.2x budget and decent ratings
950,Ice Age: The Meltdown,2006-03-29,2006,en,91,"Animation, Family, Comedy, Adventure",80000000,660998756,11.0912,6.715,10075,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary","Diego, Manny and Sid return in this sequel to the hit animated movie Ice Age. This time around, the deep freeze is over, and the ice-covered earth is starting to melt, which will destroy the trio's cherished valley. The impending disaster prompts them to reunite and warn all the other beasts about the desperate situation.",Hit,Revenue >= 1.2x budget and decent ratings
8871,How the Grinch Stole Christmas,2000-11-17,2000,en,104,"Family, Comedy",123000000,345800000,12.0876,6.773,7907,Ron Howard,"Jim Carrey, Taylor Momsen, Jeffrey Tambor",The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,Hit,Revenue >= 1.2x budget and decent ratings
360920,The Grinch,2018-11-08,2018,en,85,"Family, Comedy, Animation",75000000,508600000,11.6863,6.866,4258,Yarrow Cheney,"Benedict Cumberbatch, Rashida Jones, Kenan Thompson",The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,Hit,Revenue >= 1.2x budget and decent ratings
35,The Simpsons Movie,2007-07-25,2007,en,87,"Animation, Comedy, Family",75000000,527068851,11.164,7.017,8307,David Silverman,"Dan Castellaneta, Julie Kavner, Nancy Cartwright","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",Blockbuster,"Revenue >= 2x budget (527068851 >= 150000000), strong user ratings"
257344,Pixels,2015-07-16,2015,en,106,"Action, Comedy, Science Fiction, Fantasy",88000000,244900000,12.943,5.759,7819,Chris Columbus,"Adam Sandler, Kevin James, Michelle Monaghan",Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,Moderate,At least broke even or decent ratings
493529,Dungeons & Dragons: Honor Among Thieves,2023-03-23,2023,en,134,"Adventure, Fantasy, Comedy",151000000,208200000,11.7386,7.33,4200,John Francis Daley,"Chris Pine, Michelle Rodriguez, Justice Smith","A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",Hit,Revenue >= 1.2x budget and decent ratings
9637,Scooby-Doo,2002-06-14,2002,en,87,"Mystery, Adventure, Comedy",84000000,275650703,11.5942,6.1,4615,Raja Gosnell,"Freddie Prinze Jr., Sarah Michelle Gellar, Matthew Lillard","When the Mystery Inc. gang is invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings.",Hit,Revenue >= 1.2x budget and decent ratings
181533,Night at the Museum: Secret of the Tomb,2014-12-17,2014,en,98,"Adventure, Comedy, Fantasy, Family",127000000,363204635,11.2325,6.217,6058,Shawn Levy,"Ben Stiller, Robin Williams, Owen Wilson","When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",Hit,Revenue >= 1.2x budget and decent ratings
2758,Addams Family Values,1993-11-19,1993,en,94,"Comedy, Family, Fantasy",47000000,48919043,11.051,6.97,3187,Barry Sonnenfeld,"Anjelica Huston, Raúl Juliá, Christopher Lloyd","Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",Moderate,At least broke even or decent ratings
4256,Scary Movie 3,2003-10-24,2003,en,84,Comedy,48000000,220673217,11.1612,5.968,4270,David Zucker,"Anna Faris, Simon Rex, Anthony Anderson","In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",Moderate,At least broke even or decent ratings
607,Men in Black,1997-07-02,1997,en,98,"Action, Adventure, Comedy, Science Fiction",90000000,589390539,11.1743,7.213,14347,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Linda Fiorentino","After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent K and new recruit Agent J find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",Blockbuster,"Revenue >= 2x budget (589390539 >= 180000000), strong user ratings"
330457,Frozen II,2019-11-20,2019,en,103,"Family, Animation, Adventure, Comedy, Fantasy",150000000,1453683476,11.6862,7.243,10047,Jennifer Lee,"Idina Menzel, Kristen Bell, Josh Gad","Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",Blockbuster,"Revenue >= 2x budget (1453683476 >= 300000000), strong user ratings"
207703,Kingsman: The Secret Service,2015-01-24,2015,en,129,"Crime, Comedy, Action, Adventure",81000000,414351546,11.4239,7.623,17337,Matthew Vaughn,"Taron Egerton, Colin Firth, Samuel L. Jackson",The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,Blockbuster,"Revenue >= 2x budget (414351546 >= 162000000), strong user ratings"
227159,Horrible Bosses 2,2014-11-12,2014,en,108,Comedy,42000000,107645357,10.6138,6.18,4261,Sean Anders,"Jason Bateman, Jason Sudeikis, Charlie Day","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",Hit,Revenue >= 1.2x budget and decent ratings
11013,Secretary,2002-09-20,2002,en,111,"Romance, Drama, Comedy",4000000,9300000,11.6144,6.773,1761,Steven Shainberg,"James Spader, Maggie Gyllenhaal, Jeremy Davies","A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",Hit,Revenue >= 1.2x budget and decent ratings
301528,Toy Story 4,2019-06-19,2019,en,100,"Family, Comedy, Animation, Adventure",175000000,1073841394,11.0652,7.469,10192,Josh Cooley,"Tom Hanks, Tim Allen, Annie Potts","Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",Blockbuster,"Revenue >= 2x budget (1073841394 >= 350000000), strong user ratings"
897160,Brave Citizen,2023-10-25,2023,ko,112,"Action, Drama, Comedy",0,2116112,10.2588,7.421,89,Park Jin-pyo,"Shin Hye-sun, Lee Jun-young, Park Jung-woo","An expelled boxing champion, who now is a high-school teacher, witnesses intolerable violence and throws her first punch to build justice against it, while putting on a mask.",Average/Positive,Decent user score (no financials)
10591,The Girl Next Door,2004-04-09,2004,en,110,"Comedy, Romance",21000000,31635150,11.6021,6.732,3787,Luke Greenfield,"Emile Hirsch, Elisha Cuthbert, Timothy Olyphant","Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",Hit,Revenue >= 1.2x budget and decent ratings
9614,Happy Gilmore,1996-02-16,1996,en,92,Comedy,12000000,41422354,11.3216,6.671,3127,Dennis Dugan,"Adam Sandler, Christopher McDonald, Julie Bowen","Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",Hit,Revenue >= 1.2x budget and decent ratings
9297,Monster House,2006-06-30,2006,en,91,"Animation, Comedy, Family, Fantasy",75000000,140175006,11.6839,6.692,4173,Gil Kenan,"Mitchel Musso, Sam Lerner, Spencer Locke","Monsters under the bed are scary enough, but what happens when an entire house is out to get you? Three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets.",Hit,Revenue >= 1.2x budget and decent ratings
229005,The Bachelor Father,1931-01-10,1931,en,90,"Comedy, Drama, Romance",0,0,7.0032,6.0,6,Robert Z. Leonard,"Marion Davies, Ralph Forbes, C. Aubrey Smith","Lonely in his English country estate, Sir Basil decides to gather his grown (albeit illegitimate) children around him in his declining years. He uses a ledger which keeps track of the payments he has been making to ex-lovers to locate 2 of them, and a third is found by a lawyer in New York, her mother was too proud to accept any money. Sir Basil is a curmudgeon, and his three adult children have a hard time with him at first. Toni, the American, is a free spirit who had a budding career in show business. Jeffery is English and a semi-gentleman, and Maria is Italian, with a Latin temperament. They begin to bond, especially Sir Basil and Toni, whose outgoing personality finally wins over the old man. But past lives begin to creep back into the picture and threaten the old man's plans for a life filled with his children.",Average/Positive,Decent user score (no financials)
4011,Beetlejuice,1988-03-30,1988,en,92,"Fantasy, Comedy",15000000,84554197,12.8148,7.372,8107,Tim Burton,"Alec Baldwin, Geena Davis, Winona Ryder",A newly dead New England couple seeks help from a deranged demon exorcist to scare an affluent New York family out of their home.,Blockbuster,"Revenue >= 2x budget (84554197 >= 30000000), strong user ratings"
171274,Inherent Vice,2014-12-12,2014,en,149,"Drama, Mystery, Comedy",20000000,14710975,10.3315,6.5,2596,Paul Thomas Anderson,"Joaquin Phoenix, Josh Brolin, Owen Wilson","In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",Moderate,At least broke even or decent ratings
988078,Through My Window: Across the Sea,2023-06-23,2023,es,110,"Romance, Drama, Comedy",0,0,10.8087,6.6,923,Marçal Forés,"Clara Galle, Julio Peña, Guillermo Lasheras","After a year of long-distance, Raquel and Ares reunite on a steamy beach trip. Faced with fresh flirtations and insecurities, will their love prevail?",Average/Positive,Decent user score (no financials)
8355,Ice Age: Dawn of the Dinosaurs,2009-06-26,2009,en,94,"Animation, Comedy, Family, Adventure",90000000,886686817,11.4631,6.762,8633,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary","Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",Hit,Revenue >= 1.2x budget and decent ratings
10555,Shark Tale,2004-09-20,2004,en,90,"Animation, Action, Comedy, Family",75000000,367300000,12.3701,6.026,6517,Vicky Jenson,"Will Smith, Robert De Niro, Renée Zellweger","Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",Hit,Revenue >= 1.2x budget and decent ratings
1319969,Sketch,2025-08-06,2025,en,93,"Adventure, Fantasy, Comedy, Family",4800000,8324425,9.7176,7.1,63,Seth Worley,"Tony Hale, D'Arcy Carden, Bianca Belle","When a young girl’s sketchbook falls into a strange pond, her drawings come to life—chaotic, real, and on the loose. As the town descends into chaos, her family must reunite and stop the monsters they never meant to unleash.",Moderate,At least broke even or decent ratings
19994,Jennifer's Body,2009-09-18,2009,en,107,"Horror, Comedy",16000000,31556061,10.4516,5.98,4054,Karyn Kusama,"Megan Fox, Amanda Seyfried, Johnny Simmons","Jennifer, a gorgeous, seductive cheerleader takes evil to a whole new level after she's possessed by a sinister demon. Now it's up to her best friend to stop Jennifer's reign of terror before it's too late.",Moderate,At least broke even or decent ratings
